Location,Country,Disease,Species,HM Alert ID,Headline,URL,Issue Date,Tag ,Long,Lat
"Brooklyn, New York, United States",United States,Measles,Humans,6213510,Health Department To Yeshiva Students: Immunize Or Stay Home As Measles Outbreak Spreads Across Southern Brooklyn - BKLYNER,https://bklyner.com/health-department-to-yeshiva-students-immunize-or-stay-home-as-measles-outbreak-spreads-across-southern-brooklyn/,12/17/18 16:27,Breaking,-73.949585,40.650105
"Erie County, New York, United States",United States,Measles,Humans,6213228,Possible measles exposure investigated at Williamsville South - Buffalo News,https://buffalonews.com/2018/12/17/possible-measles-exposure-investigated-at-williams-south-high-school/,12/17/18 18:58,Warning,-78.666412,42.766727
"Orange County, New York, United States",United States,Measles,Humans,6213079,"Measles Outbreak: Six Cases In Orange County - Mid Hudson Valley, NY Patch",https://patch.com/new-york/midhudsonvalley/measles-outbreak-six-cases-orange-county,12/17/18 15:45,Breaking,-74.316261,41.416759
"California, United States",United States,Measles,Humans,6212264,\'Ripe for an Outbreak\': Vaccine Exemptions Are on the Rise - Governing,http://www.governing.com/topics/health-human-services/gov-vaccine-personal-exemptions-states-california-medical.html,12/17/18 4:04,Context,-119.750298,37.250198
"New Jersey, United States",United States,Measles,Humans,6211807,NJ officials: Up to 86 potentially exposed to measles - News - Bucks County Courier Times,http://www.buckscountycouriertimes.com/news/20181210/nj-officials-up-to-86-potentially-exposed-to-measles,12/10/18 7:20,Breaking,-74.355499,40.178799
United States,United States,Measles,Humans,6211539,8 Disease Outbreaks From 2018 That You Should Know About - BuzzFeed News,https://www.buzzfeednews.com/article/carolinekee/disease-outbreaks-of-2018,12/16/18 10:00,Context,-97.556099,39.96693
"New York State, United States",United States,Measles,Humans,6211446,4 Your Health: Measles risks and complications - WIVB.com - News 4,https://www.wivb.com/news/health-news/4-your-health-measles-risks-and-complications/1662294511,12/16/18 10:14,Context,-75.4981,43.004601
"Bullhead City, Arizona, United States",United States,Measles,Humans,6211237,"Health, school officials say no reports of measles despite claim - Mohave Valley News",http://www.mohavedailynews.com/news/health-school-officials-say-no-reports-of-measles-despite-claim/article_acd3998a-00f2-11e9-89e0-e3df0e1ba82a.html,12/16/18 0:23,Context,-114.568298,35.147778
"New York City, New York State, United States",United States,Measles,Humans,6210131,Visitors to NYC’s Rockefeller Center Should Be Wary of Measles - PrecisionVaccinations,https://www.precisionvaccinations.com/new-york-state-measles-outbreaks-are-related-under-vaccinated-international-travelers,12/14/18 9:34,Warning,-74.003998,40.713902
"Rockland County, New York, United States",United States,Measles,Humans,6210015,"Rockland County Measles Cases Rise To 95 - New City, NY Patch",https://patch.com/new-york/newcity/rockland-county-measles-cases-rise-95,12/14/18 16:06,Breaking,-74.049591,41.166759
"Ocean County, New Jersey, United States",United States,Measles,Humans,6209972,Ocean County measles cases at 19; health officials urge vaccinations - Asbury Park Press,https://www.app.com/story/news/health/2018/12/14/ocean-county-measles-cases-rise-19-health-officials-urge-vaccinations/2313386002/,12/14/18 14:54,Breaking,-74.216255,39.90012
"New York State, United States",United States,Measles,Humans,6209590,"New York Yeshivas Face Fines, Restrictions Amid Measles Outbreak - U.S. News & World Report",https://www.usnews.com/news/health-news/articles/2018-12-14/new-york-yeshivas-face-fines-amid-measles-outbreak-for-not-iding-unvaccinated-students,12/14/18 10:02,Context,-75.4981,43.004601
"Brooklyn, New York, United States",United States,Measles,Humans,6209249,Measles Outbreak in Brooklyn's Orthodox Jewish Areas Continues to Climb - Brooklyn Daily Eagle,https://brooklyneagle.com/brooklyn-today/measles-outbreak-in-brooklyns-orthodox-jewish-areas-continues-to-climb/,12/14/18 9:40,Breaking,-73.949585,40.650105
United States,United States,Measles,Humans,6207900,"PRO/EDR> Measles update (77): Americas, Europe, Pacific",http://promedmail.org/direct.php?id=20181213.6207900,12/13/18 19:50,No Tag,-97.556099,39.96693
"Rockland County, New York, United States",United States,Measles,Humans,6208253,Rockland Measles Cases Keep On Climbing - Clarkstown Daily Voice,https://clarkstown.dailyvoice.com/news/rockland-measles-cases-keep-on-climbing/745686/,12/13/18 13:15,Breaking,-74.049591,41.166759
"Miami, Florida, United States",United States,Measles,Humans,6208239,No 'patient zero' found in Sarasota measles cases - Sarasota Herald-Tribune,https://www.heraldtribune.com/news/20181212/no-patient-zero-found-in-sarasota-measles-cases,12/12/18 17:10,Breaking,-80.193703,25.7742
"Sarasota County, Florida, United States",United States,Measles,Humans,6208239,No 'patient zero' found in Sarasota measles cases - Sarasota Herald-Tribune,https://www.heraldtribune.com/news/20181212/no-patient-zero-found-in-sarasota-measles-cases,12/12/18 17:10,Breaking,-82.333153,27.166998
"New York State, United States",United States,Measles,Humans,6207341,"Happening Today: Nancy Pelosi, Measles, 'Sesame Street,' Mika Brzezinski - NBC New York",https://www.nbcnewyork.com/news/local/Nancy-Pelosi-House-Speaker-Measles-New-York-Sesame-Street-Lily-Homeless-Mika-Brzezinski-Apologizes-502647131.html,12/13/18 4:59,Breaking,-75.4981,43.004601
"Buffalo, New York, United States",United States,Measles,Humans,6207341,"Happening Today: Nancy Pelosi, Measles, 'Sesame Street,' Mika Brzezinski - NBC New York",https://www.nbcnewyork.com/news/local/Nancy-Pelosi-House-Speaker-Measles-New-York-Sesame-Street-Lily-Homeless-Mika-Brzezinski-Apologizes-502647131.html,12/13/18 4:59,Breaking,-78.878372,42.886448
"Amherst, New York, United States",United States,Measles,Humans,6207341,"Happening Today: Nancy Pelosi, Measles, 'Sesame Street,' Mika Brzezinski - NBC New York",https://www.nbcnewyork.com/news/local/Nancy-Pelosi-House-Speaker-Measles-New-York-Sesame-Street-Lily-Homeless-Mika-Brzezinski-Apologizes-502647131.html,12/13/18 4:59,Breaking,-78.799759,42.97839
"Rockland County, New York, United States",United States,Measles,Humans,6207044,Rockland's measles: Babies under 1 year old and someone age 62 have contracted virus - The Journal News | LoHud.com,https://www.lohud.com/story/opinion/2018/12/12/measles-cases-rockland-babies/2290370002/,12/12/18 17:51,Breaking,-74.049591,41.166759
"Orange County, New York, United States",United States,Measles,Humans,6207044,Rockland's measles: Babies under 1 year old and someone age 62 have contracted virus - The Journal News | LoHud.com,https://www.lohud.com/story/opinion/2018/12/12/measles-cases-rockland-babies/2290370002/,12/12/18 17:51,Breaking,-74.316261,41.416759
"Orange County, New York, United States",United States,Measles,,6207043,Five measles cases confirmed in Orange County - News - Times Herald-Record,https://www.recordonline.com/news/20181212/five-measles-cases-confirmed-in-orange-county,12/12/18 16:48,Breaking,-74.316261,41.416759
"Brooklyn, New York, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-73.949585,40.650105
"Rockland County, New York, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-74.049591,41.166759
"Lakewood, New Jersey, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-74.217644,40.097893
"Crown Heights, New York, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-73.937912,41.637318
"Williamsburg, New York, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-73.953468,40.714268
"Borough Park, New York, United States",United States,Measles,Humans,6206994,Health Department Launches Outreach Campaign Amid Orthodox Measles Outbreak - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Breaking,-73.996803,40.633991
United States,United States,Measles,Humans,6206930,Measles outbreak: 16th case reported in Ocean County - Asbury Park Press,https://www.app.com/story/news/2018/12/12/lakewood-nj-measles-outbreak-16th-case-reported-ocean-county/2293597002/,12/12/18 16:58,Breaking,-97.556099,39.96693
"Ocean County, New Jersey, United States",United States,Measles,Humans,6206930,Measles outbreak: 16th case reported in Ocean County - Asbury Park Press,https://www.app.com/story/news/2018/12/12/lakewood-nj-measles-outbreak-16th-case-reported-ocean-county/2293597002/,12/12/18 16:58,Breaking,-74.216255,39.90012
"Passaic County, New Jersey, United States",United States,Measles,Humans,6206930,Measles outbreak: 16th case reported in Ocean County - Asbury Park Press,https://www.app.com/story/news/2018/12/12/lakewood-nj-measles-outbreak-16th-case-reported-ocean-county/2293597002/,12/12/18 16:58,Breaking,-74.3657,41.066799
"New Jersey, United States",United States,Measles,Humans,6206060,Measles Lowers Charedi-City Temperature - Jewish Week,https://jewishweek.timesofisrael.com/measles-lowers-charedi-city-temperature/,12/12/18 9:11,Context,-74.355499,40.178799
"Florida, United States",United States,Measles,Humans,6205633,Kids weren’t vaccinated in 4 measles cases in Florida - News & Observer,https://www.newsobserver.com/news/article222987540.html,12/12/18 7:34,Breaking,-81.650398,28.1495
"New York State, United States",United States,Measles,Humans,6204778,"Happening Today: Brexit, Border Wall, Measles, Spice Girls, Nicki Minaj - NBC New York",https://www.nbcnewyork.com/news/local/Theresa-May-Brexit-Border-Wall-Shutdown-Trump-Measles-New-Jersey-Spice-Girls-Mel-B-Nicki-Minaj-Boyfriend-502417932.html,12/11/18 6:40,Context,-75.4981,43.004601
"Rockland County, New York, United States",United States,Measles,Humans,6204240,Measles: Vaccine available today at Palisades Center - The Journal News | LoHud.com,https://www.lohud.com/story/news/local/rockland/2018/12/10/rockland-measles-vaccine-palisades-center/2265177002/,12/10/18 11:43,Breaking,-74.049591,41.166759
"Ocean County, New Jersey, United States",United States,Measles,Humans,6203359,86 at risk of measles exposure after party - wobm.com,http://wobm.com/86-at-risk-of-measles-exposure-after-ocean-county-party/,12/9/18 8:06,Breaking,-74.216255,39.90012
"New Jersey, United States",United States,Measles,Humans,6200986,"Ocean Co. Measles: 86 Exposed At Private Event, Official Says - Toms River, NJ Patch",https://patch.com/new-jersey/tomsriver/ocean-co-measles-86-exposed-private-event-official-says,12/8/18 16:28,Breaking,-74.355499,40.178799
"Texas, United States",United States,Measles,Humans,6199879,Measles Vaccination; Sickle Cell and Hydroxyurea: It's PodMed Double T! - MedPage Today,https://www.medpagetoday.com/infectiousdisease/generalinfectiousdisease/76806,12/7/18 3:00,Context,-99.2286,31.2409
"Maryland, United States",United States,Measles,Humans,6199879,Measles Vaccination; Sickle Cell and Hydroxyurea: It's PodMed Double T! - MedPage Today,https://www.medpagetoday.com/infectiousdisease/generalinfectiousdisease/76806,12/7/18 3:00,Context,-76.376999,38.9594
"New York State, United States",United States,Measles,Humans,6199279,"Newborn Abandoned In Toilet; Measles Appears In School - Tarrytown, NY Patch",https://patch.com/new-york/tarrytown/newborn-abandoned-toilet-measles-appears-school,12/8/18 16:47,Context,-75.4981,43.004601
United States,United States,Measles,Humans,6198435,Measles Vaccination; Sickle Cell and Hydroxyurea: It's PodMed Double T! - MedPage Today,https://www.medpagetoday.com/infectiousdisease/generalinfectiousdisease/76806,12/7/18 3:00,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6198424,"IDPH, CDC and WHO Say Measles Cases Are Spiking Globally Due To Gaps In Vaccination Coverage - 1380 KCIM",https://www.1380kcim.com/news/2018/idph-cdc-and-who-say-measles-cases-are-spiking-globally-due-to-gaps-in-vaccination-coverage/,12/8/18 10:37,Context,-97.556099,39.96693
"Brooklyn, New York, United States",United States,Measles,Humans,6195522,Health Dept. bars unvaccinated kids from yeshivas amid measles outbreak - News 12 Brooklyn,http://brooklyn.news12.com/story/39608523/health-dept-bars-unvaccinated-kids-from-yeshivas-amid-measles-outbreak,12/7/18 18:41,Context,-73.949585,40.650105
"Rockland County, New York, United States",United States,Measles,Humans,6195513,New Measles Update: Number Of Confirmed Cases Increases Again - Clarkstown Daily Voice,https://clarkstown.dailyvoice.com/news/new-measles-update-number-of-confirmed-cases-increases-again/745503/,12/7/18 17:02,Breaking,-74.049591,41.166759
"Rockland County, New York, United States",United States,Measles,Humans,6193441,"Measles Outbreak: Rockland Cases Hit 90 - New City, NY Patch",https://patch.com/new-york/newcity/measles-outbreak-rockland-cases-hit-90,12/7/18 18:02,Breaking,-74.049591,41.166759
"New York City, New York State, United States",United States,Measles,Humans,6193412,NYC: Students without measles vaccine not allowed in Brooklyn schools - WPVI-TV,https://6abc.com/health/nyc-students-without-measles-vaccine-not-allowed-in-schools/4854867/,12/7/18 15:33,Context,-74.003998,40.713902
"Rockland County, New York, United States",United States,Measles,Humans,6192878,Measles reported in East Ramapo elementary school as outbreak spreads to a public school - The Journal News | LoHud.com,https://www.lohud.com/story/news/local/rockland/2018/12/01/rockland-measles-case-reported-east-ramapos-hempstead-elementary/2174404002/,12/1/18 14:26,Breaking,-74.049591,41.166759
"California, United States",United States,Measles,Humans,6192555,"Girl Thanks Hero; Mr. Anti-Bully; Measles Cases: Top CA Stories - La Jolla, CA Patch",https://patch.com/california/lajolla/girl-thanks-hero-mr-anti-bully-measles-cases-top-ca-stories,12/7/18 15:18,Context,-119.750298,37.250198
"Hawaii, United States",United States,Measles,Humans,6192281,"Measles surged globally in 2017, health agencies say - Honolulu, Hawaii news, sports & weather - KITV Honolulu",https://www.kitv.com/story/39573650/measles-surged-globally-in-2017-health-agencies-say,12/2/18 10:15,Context,-156.500305,20.7502
"New York State, United States",United States,Measles,Humans,6186576,Measles Outbreak Keeps Spreading in NY & NJ Jewish Communities - The Jewish Voice,http://thejewishvoice.com/2018/12/05/measles-outbreak-keeps-spreading-in-ny-nj-jewish-communities/,12/5/18 5:37,Breaking,-75.4981,43.004601
"New Jersey, United States",United States,Measles,Humans,6186576,Measles Outbreak Keeps Spreading in NY & NJ Jewish Communities - The Jewish Voice,http://thejewishvoice.com/2018/12/05/measles-outbreak-keeps-spreading-in-ny-nj-jewish-communities/,12/5/18 5:37,Breaking,-74.355499,40.178799
United States,United States,Measles,Humans,6186011,Morning Break: Measles Rebound; New FDA Warnings; Cancer Dx Scares - MedPage Today,https://www.medpagetoday.com/infectiousdisease/publichealth/76605,11/30/18 9:00,Context,-97.556099,39.96693
"Ocean County, New Jersey, United States",United States,Measles,Humans,6185795,"NJ Measles Outbreak: 5 Things You Should Know As Risk Expands - Ridgewood, NJ Patch",https://patch.com/new-jersey/ridgewood/nj-measles-outbreak-5-things-you-should-know,12/4/18 9:30,Breaking,-74.216255,39.90012
"New Jersey, United States",United States,Measles,Humans,6185795,"NJ Measles Outbreak: 5 Things You Should Know As Risk Expands - Ridgewood, NJ Patch",https://patch.com/new-jersey/ridgewood/nj-measles-outbreak-5-things-you-should-know,12/4/18 9:30,Breaking,-74.355499,40.178799
"Alabama, United States",United States,Measles,Humans,6185692,WATCH: Measles cases spike - www.brproud.com,https://www.brproud.com/news/watch-measles-cases-spike/1633955583,12/2/18 12:38,Context,-86.7481,32.7318
United States,United States,Measles,Humans,6185618,"Measles Cases Increase By 31 Percent In 2017, Parents Partly To Blame - Tech Times",https://www.techtimes.com/articles/235900/20181130/measles-cases-increase-by-31-percent-in-2017-parents-partly-to-blame.htm,11/30/18 17:56,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6183455,"PRO/EDR> Measles update (75): S America, SE Asia, vaccine",http://promedmail.org/direct.php?id=20181206.6183455,12/6/18 18:22,No Tag,-97.556099,39.96693
"Brooklyn, New York, United States",United States,Measles,Humans,6185005,Unvaccinated Children Banned From Brooklyn Yeshivos During Measles Outbreak - http://hamodia.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEJTGooXPKjc2SC0ZIcoAfdmzlTmA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780128760909&ei=H3IJXIjEIM7Q3gG_k7jADg&url=https://hamodia.com/2018/12/06/unvaccinated-children-banned-brooklyn-yeshivos-measles-outbreak/,12/6/18 13:26,Context,-73.949585,40.650105
"South Carolina, United States",United States,Measles,Humans,6184268,South Carolina sees increase in uninsured children - WMBF,http://www.wmbfnews.com/2018/12/06/south-carolina-sees-increase-uninsured-children/,12/6/18 7:21,Context,-80.595802,33.687698
"Maryland, United States",United States,Measles,Humans,6183812,"Holiday Lights, Measles Outbreak, Star In Potomac: News Nearby - Patch.com",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGECxsCnosDhmqi8xrKw4Z7hV7GDg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=XckIXKDpEY7o3AHKo4HgBA&url=https://patch.com/maryland/fallston/holiday-lights-measles-outbreak-star-potomac-news-nearby,12/6/18 0:33,Context,-76.376999,38.9594
"New Jersey, United States",United States,Measles,Humans,6183135,5 kids were dead. Yet no one told N.J. health commissioner for nearly 2 weeks - NJ.com,https://www.nj.com/news/2018/12/health-commissioner-didnt-know-about-dying-kids-at-nursing-home-for-weeks-that-will-change-he-pledges.html,12/3/18 13:40,Context,-74.355499,40.178799
"New Jersey, United States",United States,Measles,Humans,6181800,EDITORIAL: Don't fool with measles | Mount Olive Chronicle Editorial - New Jersey Hills,https://www.newjerseyhills.com/mt_olive_chronicle/opinion/editorial/editorial-don-t-fool-with-measles/article_5d35ae83-51c1-5fd2-a220-eb9e5348d272.html,12/5/18 3:00,Context,-74.355499,40.178799
United States,United States,Measles,Humans,6179921,"Measles Return Confirmed In 26 States, District Of Columbia - Patch.com",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNERmL0o8Rt8OyP9SRPlX-9cJr0psA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=Gs8GXMjPMcyP3QGNz7PIBw&url=https://patch.com/us/across-america/measles-return-confirmed-26-states-district-columbia,12/4/18 13:16,Breaking,-97.556099,39.96693
"New York City, New York State, United States",United States,Measles,Humans,6179230,Blame Anti-Vaxxer Parents for the Next Measles Outbreak - Daily Beast,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGDlBi-pYBHnl8yS5FgUkgtdUAEOw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780125283069&ei=1V4GXNDuCpW-3gGnm7voBw&url=https://www.thedailybeast.com/blame-anti-vaxxer-parents-for-the-next-measles-outbreak,12/4/18 5:03,Context,-74.003998,40.713902
United States,United States,Measles,Humans,6179077,"Measles Are Coming Back Around The World, And The Reasons Should Make Us Ashamed - ScienceAlert",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHil7jO4NYSi1z3KYdya1OasJ0bbw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780125283069&ei=bTQGXMiyEdm-3AHT-q2ICw&url=https://www.sciencealert.com/measles-is-making-a-comeback-around-the-world-as-vaccination-rates-languish,12/4/18 0:36,Context,-97.556099,39.96693
"New Jersey, United States",United States,Measles,Humans,6178643,This Is What Happens When Children Don't Get Vaccinated - Healthline,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHs3_oQqwW7sby04Gt8yUl_jxkpdw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780122766260&ei=_tEFXKCJMYSP3QHftI_oAQ&url=https://www.healthline.com/health-news/this-is-what-happens-when-children-dont-get-vaccinated,12/3/18 17:21,Context,-74.355499,40.178799
United States,United States,Measles,Humans,6178172,Worldwide measles cases jump by 31% fueled by Venezuelan outbreak - ZME Science,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFi5xhBpuVADZY8-j2NRlwAuwKslw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780122766260&ei=mX0FXJikG47o3AHKo4HgBA&url=https://www.zmescience.com/medicine/measles-jump-venezuelan-outbreak-04313/,12/3/18 13:47,Context,-97.556099,39.96693
"Rockland County, New York, United States",United States,Measles,Humans,6177790,Measles Case At Public Elementary School In Rockland - Patch.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNENwoymsaWwGiqyvmIaoEWTHGRU_Q&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=hlMFXKitMoSP3QHftI_oAQ&url=https://patch.com/new-york/newcity/measles-case-public-elementary-school-rockland,12/3/18 10:05,Breaking,-74.049591,41.166759
United States,United States,Measles,Humans,6177186,"Upcoming Market Forecast Study to Assess the Expansion of Measles, Mumps and Rubella (MMR) Vaccines Markett ... - Latest Market Reports By Abhishek Budholiya (press release) (blog)",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGVaGAh6P-g5ShIhZ47p5RUZb0xIA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780122766260&ei=2dQEXNihB4SP3QHftI_oAQ&url=https://www.latestmarketreports.com/2018/12/03/upcoming-market-forecast-study-to-assess-the-expansion-of-measles-mumps-and-rubella-mmr-vaccines-markett-for-2018-2026-period/,12/3/18 1:30,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6176861,"PRO/EDR> Measles update (74): WHO, PAHO, South America, USA, Southeast Asia",http://promedmail.org/direct.php?id=20181202.6176861,12/2/18 22:34,No Tag,-97.556099,39.96693
"Rockland County, New York, United States",United States,Measles,Humans,6176861,"PRO/EDR> Measles update (74): WHO, PAHO, South America, USA, Southeast Asia",http://promedmail.org/direct.php?id=20181202.6176861,12/2/18 22:34,No Tag,-74.049591,41.166759
United States,United States,Measles,Humans,6176616,Why is measles claiming so many lives in South? - The Nation,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHQNVFDPGbUZu7hFD69MtwHf1e04w&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780122815644&ei=FSwEXJiVIISP3QHftI_oAQ&url=http://www.nationmultimedia.com/detail/your_say/30359732,12/2/18 13:05,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6176425,"Measles Circumstances Enhance By 31 % In 2017, Dad and mom Partly To Blame - Infosurhoy",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFPqT4hYGoLzp6Par3i_ZdwnU1gDg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780121147146&ei=ifQDXOi5GZW-3gGnm7voBw&url=http://infosurhoy.com/cocoon/saii/xhtml/en_GB/health/measles-circumstances-enhance-by-31-in-2017-dad-and-mom-partly-to-blame/,12/2/18 1:14,Context,-97.556099,39.96693
"New York State, United States",United States,Measles,Humans,6174755,"PRO/EDR> Measles update (73): WHO, Europe, Pacific, Middle East, USA, South America",http://promedmail.org/direct.php?id=20181201.6174755,12/1/18 15:27,No Tag,-75.4981,43.004601
"New Jersey, United States",United States,Measles,Humans,6174755,"PRO/EDR> Measles update (73): WHO, Europe, Pacific, Middle East, USA, South America",http://promedmail.org/direct.php?id=20181201.6174755,12/1/18 15:27,No Tag,-74.355499,40.178799
United States,United States,Measles,Humans,6174610,Anti-vaxxers blamed for rise in measles cases worldwide - Newshub,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEwZTfgp8PWkhA6D8L9owCIdrZchA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780117757984&ei=cd0BXMixO8yP3QGNz7PIBw&url=https://www.newshub.co.nz/home/lifestyle/2018/12/anti-vaxxers-blamed-for-rise-in-measles-cases-worldwide.html,11/30/18 19:23,Context,-97.556099,39.96693
"Brooklyn, New York, United States",United States,Measles,Humans,6174403,"MEASLES OUTBREAK GROWS: More Cases in Williamsburg, Boro Park, Monsey & Lakewood - Yeshiva World News",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG-rwrxYHBIKc3IGpdOF9_dYC5_Fg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=QrMBXKCeKtm-3AHT-q2ICw&url=https://www.theyeshivaworld.com/news/general/1633282/measles-outbreak-gets-bigger-more-cases-in-williamsburg-boro-park-monsey-lakewood.html,11/30/18 15:34,Breaking,-73.949585,40.650105
"Rockland County, New York, United States",United States,Measles,Humans,6174310,Measles Outbreak In Rockland County Rises To 87 Cases - CBS New York,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGGKCqdw01xLGnJ3HZAlthTisAe5g&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=m6UBXIDxBMyP3QGNz7PIBw&url=https://newyork.cbslocal.com/2018/11/30/measles-outbreak-in-rockland-county-rises-to-87-cases/,11/30/18 15:27,Breaking,-74.049591,41.166759
"Washington, DC, United States",United States,Measles,Humans,6172489,Opinion: Small groups of vaccine refusers can make you sick - Daily Comet,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGYJh1dSZcyxuOwW_L3X2pQnRRnMg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780117757984&ei=9YsAXIjtPNm-3AHT-q2ICw&url=https://www.dailycomet.com/news/20181129/opinion-small-groups-of-vaccine-refusers-can-make-you-sick,11/29/18 18:12,Context,-77.036697,38.895
"New York City, New York State, United States",United States,Measles,Humans,6172090,NON-VACCINATED Child From Emanuel With Measles in Serious Condition; May Have Permanent Brain Damage R”L - Yeshiva World News,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHcWIcGZ-30uUIJyZOTPSeThenj_Q&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=sFMAXJDBLsie3QGw2YTgDQ&url=https://www.theyeshivaworld.com/news/israel-news/1632893/non-vaccinated-child-from-emanuel-with-measles-in-serious-condition-may-have-permanent-brain-damage.html,11/29/18 15:45,Context,-74.003998,40.713902
United States,United States,Measles,Humans,6172080,Health agencies: Measles cases surged globally in 2017 - WKMG News 6 & ClickOrlando,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEZI_PfNiBr937rM1Um9KJTm_6Sew&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780117757984&ei=sFMAXJDBLsie3QGw2YTgDQ&url=https://www.clickorlando.com/health/health-agencies-measles-cases-surged-globally-in-2017,11/29/18 15:20,Context,-97.556099,39.96693
"New Jersey, United States",United States,Measles,Humans,6171605,"NJ Measles Cases Up to 18, Spreads Beyond Lakewood - wpgtalkradio.com",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHUY0q77-9Xs-Fmg2F7sRPpK6cK6Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780118270939&ei=xRsAXPD4EZmCpwfE7YX4Dg&url=http://wpgtalkradio.com/lakewood-measles-cases-up-to-18/,11/29/18 11:40,Breaking,-74.355499,40.178799
"Lakewood, New Jersey, United States",United States,Measles,Humans,6171605,"NJ Measles Cases Up to 18, Spreads Beyond Lakewood - wpgtalkradio.com",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHUY0q77-9Xs-Fmg2F7sRPpK6cK6Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780118270939&ei=xRsAXPD4EZmCpwfE7YX4Dg&url=http://wpgtalkradio.com/lakewood-measles-cases-up-to-18/,11/29/18 11:40,Breaking,-74.217644,40.097893
"New Jersey, United States",United States,Measles,Humans,6171444,"3 People In 1 Passaic County Household Have Measles, State Says - Patch.com",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFcvCTsqQ-rAOVOBATLoQl4CJWRCA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780118270939&ei=fg0AXKqEFsyP3QGNz7PIBw&url=https://patch.com/new-jersey/wayne/3-people-1-passaic-co-house-sickened-measles-state-says,11/29/18 10:12,Breaking,-74.355499,40.178799
